Company,Industry,Location,Description,URL
株式会社マックス,Consulting industry company,"Headquarters Address: Ota-ku, Tokyo 5-chome No.2 No. 4 No. 4","Companies to dispatch food, logistics, office work system, management, sales, technical system",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/47173255-29e6-4756-885b-85ae42d42dbf
有限会社シータック,Consulting industry company,"Headquarters Address: Rectangular City, Fukuoka Prefecture Germany Red Vinting Movie 178th 1",Companies that carry out wholesale and import consulting of imports,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d6e57d44-f1f4-4474-acd6-c7383b48377a
株式会社ＺＥＮ,Consulting industry company,"Headquarters Address: Sanmacho, Chiyoda-ku, Tokyo 13",Companies that are consulting about energy and ecology technology,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0a158cab-803a-41a1-83dc-2261f298e0dc
株式会社五洋交易,Consulting industry company,"Headquarters Address: Seven-Chome, Chiyoda-ku, Chiyoda, Chiyoda, Tokyo 3",Company investing in overseas ventures and support for overseas expansion companies,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/162aa4f4-0ccc-4d70-9118-2f0512d97815
株式会社プリアディス・ジャパン,Consulting industry company,"Headquarters Address: Shinjuku, Shinjuku-ku, Tokyo 11-13 Fuji Shinjuku Building 4F",A company that works for trade business of apparel OEM and business development to Bangladesh,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/045665c3-8d55-4648-a16d-c1f28ea2bee5
上游株式会社,Consulting industry company,"Headquarters Address: Shinjuku-ku, Tokyo Yotsuya 4-chome No.16 No.16",Company that conducts tourism inbound and consulting to foreign customers,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/0edf1330-fe31-499b-943f-7b05e8a1da7c
株式会社ミネルヴァ,Consulting industry company,"Headquarters Address: Tokyo Adachi-ku, Aoi 3-chome No. 6-731",Company with Russia and trade consultants,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4f96c765-e262-4901-bbd3-88593ffd4b84
株式会社明和,Consulting industry company,Headquarters Address: Tokyo Chofu City Nishi Tsukigaigaoka 2-chome 20th 23rd,A company that supports the advancement of Japanese companies into Myanmar,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/70e69048-7497-4055-96c8-3b1a31c6356e
株式会社サンワールド,Consulting industry company,Headquarters Address: Tokyo City Adachi West Nishi-Arai 6-chome 19-17,Companies that handle system consulting and support for Chinese trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9057c23d-8ca1-4212-8c99-2670a4403e6c
株式会社グローバルネットワーク,Consulting industry company,Headquarters Address: Tokyo Machida City Honmachi Rice 1866 97,"A company mainly developing markets in Korea, China and Southeast Asia and supports companies",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2608364e-166b-4c8a-bf53-c1ae972a1b58
ＩＴＥＢ株式会社,Consulting industry company,Headquarters Address: Tokyo Musashino City Kichijoji Minancho 2-chome 20-1 Kichijoji Olympic Mansion B-7,"Human resources introduction, software development and company that works for vietnamese expansion consulting",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/309fdaa7-f853-49f2-b94b-b3498f6140e2
ＩＢＣ株式会社,Consulting industry company,Headquarters Address: Tokyo Setagaya Ward Hana Tree 2-chome No.16 1,Companies that support import of Chinese products and product exports and advancement in China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b3d6cd7b-5f41-48c1-a82b-f6a2d9ca43a3
株式会社アジアビジネスコンサルティング,Consulting industry company,Headquarters Address: Tokyo Setagaya Ward Kitakami 7-chome 12 No. 26,"Company doing consulting on overseas businesses, acquired businesses and trade transactions",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6ec517f9-3ce2-4456-9712-b3b9655c9933
株式会社龍美,Consulting industry company,"Headquarters Address: Tokyo Thailand, Thailand Ueno 5-chome 8th No. 10",Company that dispatch human resources and trade and management consults in Tokyo,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/bb68f6e8-3af8-41a0-9500-fd910324799d
株式会社クレアーク,Consulting industry company,"Headquarters Address: Toranomon 4-chome, Minato-ku, Tokyo","M & A's intermediary, support and overseas expansion consulting",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8c0218f8-83ff-4546-906e-72b8b47ea403
株式会社チャイナチャンス,Consulting industry company,"Headquarters Address: Yokohama, Yokohama, Kanagawa Prefecture 216 Horai Building 4F",Companies with Japanese companies and Chinese companies in business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/76600a97-16b7-404a-96d1-e125e06415c6
株式会社匠,Consulting industry company,"Social residence: TD ビ ビ, 2 Pan No. 8, North-cho, Osaka, Osaka, Osaka",Company that supports overseas trade and overseas exchange,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6f121849-2069-4f91-9475-5d417adaf668
有限会社アイル,Dining out industry company,Headquarters Address: Hiroshima Prefecture Fukuyama City Sixth No. 20,"Company to develop trade, beauty and food and drink business",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/425e4c27-0323-47b3-8b17-056a3589c849
株式会社大秦商社,Dining out industry company,"Headquarters Address: Kawaguchi City, Saitama Prefecture Kamiaki Aoki Nishi 1-chome No. 26-301 The 2nd You I Mansion",Companies to trade and catering for Chinese people living in Japan,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a1770b61-7413-43b5-a635-00af323a46fb
エルゴスム株式会社,Dining out industry company,"Headquarters Address: Shinjuku Shinjuku 1-chome No. 4 No. 4 in Tokyo, Tokyo Green Heights",Company that plans and produced TV CM and theater films,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e2ffd27e-2431-48a6-968b-db1279ad82cc
ＳｍａｒｔＭａｒｋｅｔ株式会社,Dining out industry company,Headquarters Address: Tokyo Machida City Tsurugawa 4-chome 19th 1,Company that operates wholesale and cafes for daily necessities and miscellaneous goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d71affd4-6648-4ac9-992d-3da8beca8535
Ｒ－Ｆｉｅｌｄ株式会社,Dining out industry company,Headquarters Address: Tokyo Prefecture Adachi-ku Senju 1-chome No. 4 No. 1,Companies that operate Japanese products and food international trade and Chinese restaurants,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8e1caca4-7ad7-4ca1-9664-b8665f2d54b9
合縁株式会社,Dining out industry company,Headquarters Address: Tokyo Toshima Ward Nishi Ikebukuro 1-chome 43 No. 3,"Company that operates food trade and Chinese restaurant ""Shika Koike Bagen Museum""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/29629cfa-b2bc-4530-8310-63376ce1c454
連華商事株式会社,Dining out industry company,"Headquarters Address: Toshima-ku, Tokyo Ikebukuro 2-chome 57 No. 1 1st floor","A company that runs Chinese restaurant ""Semicarum Nabe"" and Karaoke Store ""Tomohua""",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a5193743-117e-43cb-aafc-d55271913183
株式会社日本総合投資,Education industry,Headquarters Address: Hokkaido Ochi County-gun Horacho Kurokawa-cho 4-chome 99,"Real Estate Investment, Snack ""Blue Rose"" and the operation of the English class",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e66e4fb5-7d79-485d-b3df-82dd7d09d8f4
株式会社ＫＯＴＯ,Education industry,Headquarters Address: Osaka Prefecture Osaka City Kohana-ku Kojima 6-chome 4-613,"A company that develops culture projects such as sales promotion activities and international exchange, such as trade duties",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d1e5a02d-fc0e-4f09-aa38-2def5a5e74c7
株式会社グローバル,Electrical Product Industry Company,Headquarters Address: Aichi Prefecture Nagoya City Naka Ward Higashi Sakura 2-chome No. 19 6,"A company that operates ""Cosme Bank"" and sells cosmetics and home appliances",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8c0cb39f-b35d-4104-80b0-306049860d0e
三金商事株式会社,Electrical Product Industry Company,Headquarters Address: Oita Oita City Masacho 3-chome No. 35,Company that manufactures after car parts and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c661ed67-949c-4960-8e1d-901ec4e5078f
亜洲日生株式会社,Electrical Product Industry Company,Headquarters Address: Osaka Prefecture Minoh City Nishiku 3-chome 5th No. 7,"A company that carries Taiwan or China, etc., and conducts wholesale of lighting such as street lights",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c9f431b0-8563-4339-ae74-df87d0238df6
ウェルトーン株式会社,Electrical Product Industry Company,Headquarters Address: Osaka Prefecture Osaka City Mitsuma Ward Takakura Town 1-chome No. 8 No. 11,Company that manufactures small acoustic devices such as Bluetooth adapter and reception sound amplifier,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/e6c93b2a-fbfc-45b6-b3c5-f55e2cffc71f
株式会社三協システム,Electrical Product Industry Company,Headquarters Address: Saitama Prefecture Misato Situzaki 2267th 36,Company that manufactures and wholesale of lighting equipment and electronic components,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5d4bf79c-ac90-4cf4-9bc1-490bc96d0f65
株式会社オーシャンエナジー,Energy industry company,"Headquarters Address: 1-chome Hirawamachi, Chiyoda-ku, Tokyo, Tokyo 7-22","Company that develops, purchases, transport, and wholesale of crude oil and other energy",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b194e1fb-cb39-4fd2-85e4-fd57816086e3
明鉱株式会社,Energy industry company,Headquarters Address: Aichi Prefecture Nagoya City Mi-ku 2-chome 10th No. 19 Nagoya Chamber of Commerce,"Companies to wholesale such as mining products and coke, coal",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2718354b-19a0-43cb-8b49-36ae024433f5
アーストレーディング株式会社,Energy industry company,"Headquarters Address: Koganei City, Koganei City, Kotakai City 4-chome No.18 No. 6",Companys that import and sell domestic products processed in China,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/a7e2300f-24bb-4f7e-9ce0-a3505a36b22e
塩釜発電株式会社,Energy industry company,Headquarters Address: Miyagi Prefecture Shiozo City Shintomicho No. 21 No. 21 3F,Company that conducts trade duties such as biomass fuel,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/580f18ed-f0eb-41ff-b7fc-049e23e20c6a
国際貿易株式会社,Entertainment industry company,Headquarters Address: 15 of Yamaguchi Prefecture Konan City University Kume 3202,A company that operates an NTT DOCOMO agency,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/deecf5ab-dcec-45e3-89bc-017fdea30450
株式会社グラン・エトワール,Entertainment industry company,"Headquarters Address: 3J Haim Higashi Hohm Matsu, Tenryu Town, Higashi-ku, Shizuoka Prefecture",A company that introduces human resources from Vietnam to Japan,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/39521bed-dcdd-46b5-96c5-575b8628d424
株式会社楽図商事,Entertainment industry company,"Headquarters Address: Fukuoka Prefecture Chuo-ku, Chuo-ku, Fukuoka City, Fukuoka City, Chuo-ku, Fukuoka City",A company that operates travel agencies and medicine pneumatic panes,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8d83ecb7-da34-437d-8ac1-e2c10d639cd5
有限会社ボウオフィス,Entertainment industry company,Headquarters Address: Fukuoka Prefecture Fukuoka City Hirai West 3-chome 16th No.16,A company that works for events and production of posters,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/89e6d7b6-68b8-45b0-a81a-25101c373892
株式会社スタージャパン,Entertainment industry company,Headquarters Address: Gifu Prefecture Kikamigahara City Shibamunuma 5-chome 96,"Companies that provide mail order, import and export duties, and various events",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4695b6d9-d5ca-4250-9ec6-95615fdb8f72
シモンセン株式会社,Entertainment industry company,"Headquarters Address: Hanakawa-ku, Tokyo, Hanakawaho, Tokyo No. 3","Company that conducts trade, translation work, telecommunications business, etc.",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d3643414-97f0-46b0-aa0b-f6175ac30e29
ライトワン株式会社,Entertainment industry company,"Headquarters Address: Higashi-ku, Tokyo, Higashi-ku, Tokyo, Higashi-ku, Tokyo 2-chome Nosen No. 29",Companies to import and sell events,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ba25ff3e-f788-4c00-980d-2de6f91fc9a2
株式会社ＩＮＪＡコーポレーション,Entertainment industry company,"Headquarters Address: Hyakunicho, Shinjuku-ku, Tokyo 2-chome 4th No. 1 Cultural Building 411",A company that specializes in domestic travel and real estate intermediary business,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/86e745fe-12fb-492f-ba1a-aa0a13ae4212
華信国際通商株式会社,Entertainment industry company,"Headquarters Address: Kawaguchi City, Saitama Prefecture Nishikawaguchi 1-chome No. 22 No. 1 Hitoshi Second Queen Copology",A company that operates a domestic travel agency,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b8343350-91a6-4980-a965-04cca05783ca
リアライズワン株式会社,Entertainment industry company,"Headquarters Address: Kitakyushu City, Fukuoka Prefecture Kitabata Ward Shallow 2-chome No. 6 No. 2",Company that imports Vietnam food imports and foreign students proceedings,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7e909b95-d7a5-47c5-95c2-e034ee43e724
